campaign_id	campaign_name	adset_id	adset_name	ad_id	ad_name	spend	result	mobile_app_actions	mobile_app_start	page_engagement	post_share	post_comment	post_engagement	post_like	clicks_to_play_video	3_second_video_view	unique_result	unique_mobile_app_actions	unique_mobile_app_start	cost_per_result	cost_mobile_app_actions	cost_per_mobile_app_start	impressions	cpm	reach	inline_link_clicks	cpc_link	inline_link_click_ctr	unique_inline_link_clicks	cost_per_unique_inline_link_click	unique_inline_link_click_ctr	app_store_clicks	button_clicks	date_start	date_stop	request_time	social_impressions	social_reach	cost_per_10_sec_video_view	10_second_video_views	30_second_video_views	video_watches_at_p25	video_watches_at_p50	video_watches_at_p75	video_watches_at_p95	video_watches_at_p100	video_average_watch_time	video_average_percentage_watched	bid_amount	bill_event	optimization_goal	daily_budget	age_min	age_max	gender	custom_audience_id	custom_audience_name	interest_id	interest_name
23842573359820240	EliAds_ID_0526_M	23842583126540240	ID_MF_20170623_1950_AB_Oi_CIM_syasus_1			14.97	26	35	35	801			801	457			26	26	26	0.575769	0.427714	0.427714	45914	0.326044	41054	344	0.043517	0.749227	336	0.044554	0.818434	23	55	2017-06-27	2017-06-27	00:00:06	22663	22051											0	IMPRESSIONS	APP_INSTALLS	1500	13	45					
23842573359820240	EliAds_ID_0526_M	23842583079900240	ID_MF_20170623_1542_AB_Oi_CIM_sysamsung_3blue			14.99	11	18	17	467			467	100			11	12	11	1.362727	0.832778	0.881765	24513	0.611512	19944	367	0.040845	1.497165	356	0.042107	1.784998	6	13	2017-06-27	2017-06-27	00:00:08	4953	4953											0	IMPRESSIONS	APP_INSTALLS	1500	13	45					
23842573359820240	EliAds_ID_0526_M	23842583079440240	ID_MF_20170623_1542_AB_Oi_CIM_sysamsung_1			14.9	28	43	43	888		1	886	561			28	28	28	0.532143	0.346512	0.346512	44448	0.335223	43194	324	0.045988	0.728942	321	0.046417	0.743159	81	133	2017-06-27	2017-06-27	00:00:09	28642	27784											0	IMPRESSIONS	APP_INSTALLS	1500	13	45					
23842573359820240	EliAds_ID_0526_M	23842583079050240	ID_MF_20170623_1540_MB_Oi_CIM_msamsung_street			0.2				21			21	14									925	0.216216	857	7	0.028571	0.756757	7	0.028571	0.816803	0	3	2017-06-27	2017-06-27	00:00:09	412	403											72	IMPRESSIONS	APP_INSTALLS	1500	13	50					
23842573359820240	EliAds_ID_0526_M	23842583078820240	ID_MF_20170623_1540_MB_Oi_CIM_msamsung_Positioning			0.04																	44	0.909091	43	0	0	0	0	0	0	0	0	2017-06-27	2017-06-27	00:00:09	11	11											72	IMPRESSIONS	APP_INSTALLS	1500	13	50					
23842573359820240	EliAds_ID_0526_M	23842583078550240	ID_MF_20170623_1540_MB_Oi_CIM_msamsung_phone			0.18				56			56	45									1903	0.094587	1873	11	0.016364	0.578035	11	0.016364	0.587293	1	2	2017-06-27	2017-06-27	00:00:10	1418	1404											72	IMPRESSIONS	APP_INSTALLS	1500	13	50					
23842573359820240	EliAds_ID_0526_M	23842583078200240	ID_MF_20170623_1539_MB_Oi_CIM_msamsung_Mermaid			0.25				14			14	7									1404	0.178063	1177	7	0.035714	0.498575	7	0.035714	0.594732	0	0	2017-06-27	2017-06-27	00:00:10	218	214											72	IMPRESSIONS	APP_INSTALLS	1500	13	50					
23842573359820240	EliAds_ID_0526_M	23842583077980240	ID_MF_20170623_1539_MB_Oi_CIM_msamsung_map			0.1																	104	0.961538	97	0	0	0	0	0	0	0	0	2017-06-27	2017-06-27	00:00:10	17	17											72	IMPRESSIONS	APP_INSTALLS	1500	13	50					
23842573359820240	EliAds_ID_0526_M	23842583077290240	ID_MF_170623_1550_MB_Oi_CIM_interest_game_V			1.22		2	2	118			118	20		93		1	1		0.61	0.61	2494	0.489174	2450	5	0.244	0.200481	5	0.244	0.204082	4	2	2017-06-27	2017-06-27	00:00:11	1221	1197	0.055455	22	8	38	15	11	8	8			80	IMPRESSIONS	APP_INSTALLS	4500	15	40				6003070856229;6003102728434;6003158198275	"Games;Casual game;Mobile game"
23842573359820240	EliAds_ID_0526_M	23842582709080240	ID_M_20170622_2000_AB_Oi_CIM_sysamsung_locationwhite			53.31	59	101	101	2653	1	1	2648	1586			59	59	59	0.903559	0.527822	0.527822	165389	0.322331	153760	1060	0.050292	0.640913	1045	0.051014	0.679631	223	363	2017-06-27	2017-06-27	00:00:11	103938	100736											0	IMPRESSIONS	APP_INSTALLS	5500	13	45					
23842573359820240	EliAds_ID_0526_M	23842582707410240	ID_M_20170622_1954_MB_Oi_CIM_msamsung_Orange			0.11				24			24	20									516	0.213178	484	4	0.0275	0.775194	4	0.0275	0.826446	0	0	2017-06-27	2017-06-27	00:00:13	256	249											75	IMPRESSIONS	APP_INSTALLS	1500	13	50					
23842573359820240	EliAds_ID_0526_M	23842582707180240	ID_M_20170622_1954_MB_Oi_CIM_msamsung_map			16.63	22	31	31	472			472	7			22	20	20	0.755909	0.536452	0.536452	29584	0.562128	22092	465	0.035763	1.571796	456	0.036469	2.064096	1	2	2017-06-27	2017-06-27	00:00:13	523	523											75	IMPRESSIONS	APP_INSTALLS	1500	13	50					
23842573359820240	EliAds_ID_0526_M	23842582706950240	ID_M_20170622_1954_MB_Oi_CIM_msamsung_Live2			0.04				2			2	2									97	0.412371	86	0	0	0	0	0	0	0	0	2017-06-27	2017-06-27	00:00:14	18	18											75	IMPRESSIONS	APP_INSTALLS	1500	13	50					
23842573359820240	EliAds_ID_0526_M	23842582706720240	ID_M_20170622_1954_MB_Oi_CIM_msamsung_Live1			0.03				1			1	1									80	0.375	76	0	0	0	0	0	0	0	0	2017-06-27	2017-06-27	00:00:14	42	41											75	IMPRESSIONS	APP_INSTALLS	1500	13	50					
23842573359820240	EliAds_ID_0526_M	23842582706500240	ID_M_20170622_1954_MB_Oi_CIM_msamsung_Friends			0.21				21			21	15									568	0.369718	495	6	0.035	1.056338	6	0.035	1.212121	0	0	2017-06-27	2017-06-27	00:00:15	111	110											75	IMPRESSIONS	APP_INSTALLS	1500	13	50					
23842573359820240	EliAds_ID_0526_M	23842581796040240	ID_M_20170620_1700_MB_Oi_CIM_vodeo1_5			0.03				4			4	4									143	0.20979	143	0	0	0	0	0	0	0	0	2017-06-27	2017-06-27	00:00:18	104	104											60	IMPRESSIONS	APP_INSTALLS	2500	13	45					
23842573359820240	EliAds_ID_0526_M	23842581795550240	ID_M_20170620_1700_MB_Oi_CIM_video1_6			0.02				4			4	4									113	0.176991	111	0	0	0	0	0	0	0	0	2017-06-27	2017-06-27	00:00:18	74	74											60	IMPRESSIONS	APP_INSTALLS	2500	13	45					
23842573359820240	EliAds_ID_0526_M	23842581795320240	ID_M_20170620_1700_MB_Oi_CIM_video1_4			0.03				4			4	3									290	0.103448	284	1	0.03	0.344828	1	0.03	0.352113	0	1	2017-06-27	2017-06-27	00:00:18	215	210											60	IMPRESSIONS	APP_INSTALLS	2500	13	45					
23842573359820240	EliAds_ID_0526_M	23842581795090240	ID_M_20170620_1700_MB_Oi_CIM_video1_2			0																	24	0	24	0	0	0	0	0	0	0	0	2017-06-27	2017-06-27	00:00:19	20	20											60	IMPRESSIONS	APP_INSTALLS	2500	13	45					
23842573359820240	EliAds_ID_0526_M	23842581794860240	ID_M_20170620_1659_MB_Oi_CIM_video1_1			0.03	1	2	2	10			10	9			1	1	1	0.03	0.015	0.015	272	0.110294	267	1	0.03	0.367647	1	0.03	0.374532	0	0	2017-06-27	2017-06-27	00:00:19	216	212											60	IMPRESSIONS	APP_INSTALLS	2500	13	45					
23842573359820240	EliAds_ID_0526_M	23842581794630240	ID_M_20170620_1659_MB_Oi_CIM_video1-3			0																	12	0	12	0	0	0	0	0	0	0	0	2017-06-27	2017-06-27	00:00:20	9	9											60	IMPRESSIONS	APP_INSTALLS	2500	13	45					
23842573359820240	EliAds_ID_0526_M	23842581794410240	ID_M_20170620_1659_MB_Oi_CIM_photo1_2			0.01																	29	0.344828	29	0	0	0	0	0	0	0	0	2017-06-27	2017-06-27	00:00:20	17	17											60	IMPRESSIONS	APP_INSTALLS	2500	13	45					
23842573359820240	EliAds_ID_0526_M	23842581787060240	ID_M_20170620_1634_MB_Oi_CIM_photo1_1			0																	10	0	10	0	0	0	0	0	0	0	0	2017-06-27	2017-06-27	00:00:20	7	7											60	IMPRESSIONS	APP_INSTALLS	2500	13	45					
23842573359820240	EliAds_ID_0526_M	23842579874620240	ID_M_170613_1150_BphoneLive_MB_Oi_Ci			0				5			5	1									391	0	382	4	0	1.023018	4	0	1.04712	2	0	2017-06-27	2017-06-27	00:00:22	255	252											70	APP_INSTALLS	APP_INSTALLS	10000	13	40	1				
23842573359820240	EliAds_ID_0526_M	23842577379000240	ID_M_170527_1900_AB_Oi_CIM			40.13	124	223	204	2534	3	1	2529	1354			122	118	117	0.323629	0.179955	0.196716	161102	0.249097	154815	1171	0.03427	0.726869	1145	0.035048	0.739592	300	628	2017-06-27	2017-06-27	00:00:25	103878	101762											0	IMPRESSIONS	APP_INSTALLS	4000	13	40	1				
23842573359820240	EliAds_ID_0526_M	23842577355860240	ID_M_170605_1210_AB_Oi_CIM_			45.22	110	177	177	1446		1	1439	726			109	108	108	0.411091	0.25548	0.25548	110039	0.410945	109194	712	0.063511	0.647043	704	0.064233	0.644724	323	301	2017-06-27	2017-06-27	00:00:25	63344	63344											0	IMPRESSIONS	APP_INSTALLS	4500	13	40	1				
23842577135540240	EliAds_ID_0604_M	23842577156440240	ID_M_170604_1500_MB_Oi_CI_OP_7.1			34.21	80	149	149	803	1	1	788	201			80	78	78	0.427625	0.229597	0.229597	73329	0.466528	64770	585	0.058479	0.797774	564	0.060656	0.870774	459	173	2017-06-27	2017-06-27	00:00:26	25463	22469											55	APP_INSTALLS	APP_INSTALLS	40000	40	65	1				
23842577135540240	EliAds_ID_0604_M	23842577135420240	ID_M_170604_1500_MB_Oi_CI_OP_5.0			1.3	3	6	6	88			87	28			3	3	3	0.433333	0.216667	0.216667	8646	0.150359	8126	59	0.022034	0.682396	57	0.022807	0.701452	46	30	2017-06-27	2017-06-27	00:00:26	3878	3655											55	APP_INSTALLS	APP_INSTALLS	40000	40	65	1				
