campaign_id	campaign_name	adset_id	adset_name	ad_id	ad_name	spend	result	mobile_app_actions	mobile_app_start	page_engagement	post_share	post_comment	post_engagement	post_like	clicks_to_play_video	3_second_video_view	unique_result	unique_mobile_app_actions	unique_mobile_app_start	cost_per_result	cost_mobile_app_actions	cost_per_mobile_app_start	impressions	cpm	reach	inline_link_clicks	cpc_link	inline_link_click_ctr	unique_inline_link_clicks	cost_per_unique_inline_link_click	unique_inline_link_click_ctr	app_store_clicks	button_clicks	date_start	date_stop	request_time	social_impressions	social_reach	cost_per_10_sec_video_view	10_second_video_views	30_second_video_views	video_watches_at_p25	video_watches_at_p50	video_watches_at_p75	video_watches_at_p95	video_watches_at_p100	video_average_watch_time	video_average_percentage_watched	bid_amount	bill_event	optimization_goal	daily_budget	age_min	age_max	gender	custom_audience_id	custom_audience_name	interest_id	interest_name
23842577135540240	EliAds_ID_0604_M	23842584437720240	ID_MF_170628_2112_MB_Oi_CI_35_50_LENOVO_speed			0																	1	0	1	0	0	0	0	0	0	0	0	2017-06-29	2017-06-29	00:33:15	0	0											50	APP_INSTALLS	APP_INSTALLS	150000	30	50					
23842577135540240	EliAds_ID_0604_M	23842584436570240	ID_M_170628_2006_MB_Oi_CI_35_65_ASUS_speed			0																	19	0	19	0	0	0	0	0	0	0	0	2017-06-29	2017-06-29	00:33:16	5	5											50	APP_INSTALLS	APP_INSTALLS	150000	35	65	1				
23842577135540240	EliAds_ID_0604_M	23842584432640240	ID_M_170628_2055_AB_Oi_CIM_redmi4A			0.95	1	2	2	21		1	21	14			1	1	1	0.95	0.475	0.475	1218	0.779967	1199	6	0.158333	0.492611	6	0.158333	0.500417	1	5	2017-06-29	2017-06-29	00:33:16	772	763											0	IMPRESSIONS	APP_INSTALLS	3000	13	50	1				
23842577135540240	EliAds_ID_0604_M	23842584430750240	ID_MF_170628_2051_AB_Oi_CIM_redmi4			0.5				5			5	5									885	0.564972	863	0	0	0	0	0	0	0	0	2017-06-29	2017-06-29	00:33:17	451	444											0	IMPRESSIONS	APP_INSTALLS	3000	13	50					
23842577135540240	EliAds_ID_0604_M	23842584426380240	ID_MF_170628_2028_AB_Oi_CIM_HTC			0.3				7			7	2									385	0.779221	348	5	0.06	1.298701	4	0.075	1.149425	3	3	2017-06-29	2017-06-29	00:33:18	102	97											0	IMPRESSIONS	APP_INSTALLS	5000	13	65					
23842577135540240	EliAds_ID_0604_M	23842584422910240	ID_MF_170628_2006_MB_Oi_CI_30_65_VIVO_speed			0																	2	0	2	0	0	0	0	0	0	0	0	2017-06-29	2017-06-29	00:33:18	2	2											52	APP_INSTALLS	APP_INSTALLS	100000	30	65					
23842577135540240	EliAds_ID_0604_M	23842584421320240	ID_M_170628_2006_MB_Oi_CI_35_65_OPPO_speed			0																	44	0	38	0	0	0	0	0	0	0	0	2017-06-29	2017-06-29	00:33:18	9	9											52	APP_INSTALLS	APP_INSTALLS	150000	35	65	1				
23842573359820240	EliAds_ID_0526_M	23842584346280240	ID_MF_20170628_1536_MB_Oi_CI_OPPO_street			0																	1	0	1	0	0	0	0	0	0	0	0	2017-06-29	2017-06-29	00:33:19	1	1											60	APP_INSTALLS	APP_INSTALLS	50000	13	50					
23842572361070240	EliAds_ID_0524_M	23842584316390240	ID_M_20170628_1135_Ll5YNM1_MB_Oi_CIM			0.01				2			2	2									59	0.169492	59	0	0	0	0	0	0	0	0	2017-06-29	2017-06-29	00:33:20	20	20											65	IMPRESSIONS	APP_INSTALLS	100000	13	38	1	23842572130000240;23842572130020240	"Lookalike (ID, 5%) - YNM1;Lookalike (ID, 5% to 10%) - YNM1"		
23842573359820240	EliAds_ID_0526_M	23842583079440240	ID_MF_20170623_1542_AB_Oi_CIM_sysamsung_1			0.18				7			7	3									401	0.448878	360	4	0.045	0.997506	4	0.045	1.111111	1	0	2017-06-29	2017-06-29	00:33:34	55	54											0	IMPRESSIONS	APP_INSTALLS	1500	13	45					
23842573359820240	EliAds_ID_0526_M	23842583079050240	ID_MF_20170623_1540_MB_Oi_CIM_msamsung_street			0.3	1	1	1	33			33	14			1	1	1	0.3	0.3	0.3	1260	0.238095	1226	19	0.015789	1.507937	18	0.016667	1.468189	1	3	2017-06-29	2017-06-29	00:33:34	687	678											80	IMPRESSIONS	APP_INSTALLS	20000	13	50					
23842573359820240	EliAds_ID_0526_M	23842583078550240	ID_MF_20170623_1540_MB_Oi_CIM_msamsung_phone			0																	8	0	8	0	0	0	0	0	0	0	0	2017-06-29	2017-06-29	00:33:35	6	6											78	IMPRESSIONS	APP_INSTALLS	15000	13	50					
23842573359820240	EliAds_ID_0526_M	23842583078200240	ID_MF_20170623_1539_MB_Oi_CIM_msamsung_Mermaid			0.01				1			1	1									58	0.172414	56	0	0	0	0	0	0	0	0	2017-06-29	2017-06-29	00:33:35	11	11											78	IMPRESSIONS	APP_INSTALLS	15000	13	50					
23842573359820240	EliAds_ID_0526_M	23842583077980240	ID_MF_20170623_1539_MB_Oi_CIM_msamsung_map			0				1			1	1									18	0	18	0	0	0	0	0	0	0	0	2017-06-29	2017-06-29	00:33:36	6	6											78	IMPRESSIONS	APP_INSTALLS	15000	13	50					
23842573359820240	EliAds_ID_0526_M	23842582707410240	ID_M_20170622_1954_MB_Oi_CIM_msamsung_Orange			0																	1	0	1	0	0	0	0	0	0	0	0	2017-06-29	2017-06-29	00:33:38	0	0											78	IMPRESSIONS	APP_INSTALLS	15000	13	50					
23842573359820240	EliAds_ID_0526_M	23842582706720240	ID_M_20170622_1954_MB_Oi_CIM_msamsung_Live1			0.01																	3	3.333333	3	0	0	0	0	0	0	0	0	2017-06-29	2017-06-29	00:33:40	2	2											78	IMPRESSIONS	APP_INSTALLS	15000	13	50					
23842573359820240	EliAds_ID_0526_M	23842582706500240	ID_M_20170622_1954_MB_Oi_CIM_msamsung_Friends			0																	2	0	2	0	0	0	0	0	0	0	0	2017-06-29	2017-06-29	00:33:40	1	1											78	IMPRESSIONS	APP_INSTALLS	15000	13	50					
